game_id,season,home_team,away_team,first_td_team,winner,first_td_team_won,favored_team,favored_team_prob,home_moneyline,away_moneyline,home_prob,away_prob,spread_line,opening_possession_team,home_got_ball_first,away_got_ball_first,home_scored_first_td,away_scored_first_td,is_pickem,spread_abs,favorite_won,opening_possession_scored_first,opening_possession_won
2021_05_IND_BAL,2021,BAL,IND,IND,BAL,0,BAL,0.7807017543859649,-356.0,301.0,0.7807017543859649,0.2493765586034912,7.5,BAL,1,0,0,1,0,7.5,1,0,1
2021_05_LA_SEA,2021,SEA,LA,SEA,LA,0,LA,0.574468085106383,122.0,-135.0,0.4504504504504504,0.574468085106383,-2.5,LA,0,1,1,0,1,2.5,1,0,1
2021_05_MIA_TB,2021,TB,MIA,TB,TB,1,TB,0.8493975903614458,-564.0,448.0,0.8493975903614458,0.1824817518248175,11.0,MIA,0,1,1,0,0,11.0,1,0,0
2021_05_NE_HOU,2021,HOU,NE,HOU,NE,0,NE,0.7722095671981777,288.0,-339.0,0.2577319587628865,0.7722095671981777,-8.0,HOU,1,0,1,0,0,8.0,1,1,0
2021_05_NO_WAS,2021,WAS,NO,NO,NO,1,NO,0.5652173913043478,117.0,-130.0,0.4608294930875576,0.5652173913043478,-2.5,NO,0,1,0,1,1,2.5,1,1,1
2021_05_NYG_DAL,2021,DAL,NYG,DAL,DAL,1,DAL,0.7701149425287356,-335.0,285.0,0.7701149425287356,0.2597402597402597,7.5,DAL,1,0,1,0,0,7.5,1,1,1
2021_05_NYJ_ATL,2021,ATL,NYJ,ATL,ATL,1,ATL,0.6047430830039525,-153.0,138.0,0.6047430830039525,0.4201680672268907,3.0,ATL,1,0,1,0,0,3.0,1,1,1
2021_05_PHI_CAR,2021,CAR,PHI,CAR,PHI,0,CAR,0.5815899581589958,-139.0,126.0,0.5815899581589958,0.4424778761061947,2.5,PHI,0,1,1,0,0,2.5,0,0,1
2021_05_SF_ARI,2021,ARI,SF,ARI,ARI,1,ARI,0.726775956284153,-266.0,231.0,0.726775956284153,0.3021148036253776,6.0,SF,0,1,1,0,0,6.0,1,0,0
2021_05_TEN_JAX,2021,JAX,TEN,TEN,TEN,1,TEN,0.6563573883161512,170.0,-191.0,0.3703703703703703,0.6563573883161512,-4.0,JAX,1,0,0,1,0,4.0,1,0,0
2021_06_ARI_CLE,2021,CLE,ARI,ARI,ARI,1,CLE,0.588477366255144,-143.0,129.0,0.588477366255144,0.4366812227074236,3.0,CLE,1,0,0,1,0,3.0,0,0,0
2021_06_BUF_TEN,2021,TEN,BUF,TEN,TEN,1,BUF,0.7050147492625368,210.0,-239.0,0.3225806451612903,0.7050147492625368,-6.0,TEN,1,0,1,0,0,6.0,0,1,1
2021_06_CIN_DET,2021,DET,CIN,CIN,CIN,1,CIN,0.6575342465753424,171.0,-192.0,0.3690036900369003,0.6575342465753424,-3.5,DET,1,0,0,1,0,3.5,1,0,0
2021_06_DAL_NE,2021,NE,DAL,NE,DAL,0,DAL,0.6539792387543253,169.0,-189.0,0.3717472118959107,0.6539792387543253,-3.5,DAL,0,1,1,0,0,3.5,1,0,1
2021_06_GB_CHI,2021,CHI,GB,CHI,GB,0,GB,0.6951219512195121,201.0,-228.0,0.3322259136212624,0.6951219512195121,-5.5,GB,0,1,1,0,0,5.5,1,0,1
2021_06_HOU_IND,2021,IND,HOU,IND,IND,1,IND,0.8154981549815498,-442.0,363.0,0.8154981549815498,0.2159827213822894,10.5,HOU,0,1,1,0,0,10.5,1,0,0
2021_06_KC_WAS,2021,WAS,KC,KC,KC,1,KC,0.7183098591549296,223.0,-255.0,0.3095975232198142,0.7183098591549296,-6.0,WAS,1,0,0,1,0,6.0,1,0,0
2021_06_LAC_BAL,2021,BAL,LAC,BAL,BAL,1,BAL,0.6240601503759399,-166.0,149.0,0.6240601503759399,0.4016064257028112,3.0,LAC,0,1,1,0,0,3.0,1,0,0
2021_06_LA_NYG,2021,NYG,LA,LA,LA,1,LA,0.7663551401869159,280.0,-328.0,0.2631578947368421,0.7663551401869159,-7.5,NYG,1,0,0,1,0,7.5,1,0,0
2021_06_LV_DEN,2021,DEN,LV,LV,LV,1,DEN,0.6721311475409836,-205.0,182.0,0.6721311475409836,0.3546099290780142,5.0,LV,0,1,0,1,0,5.0,0,1,1
2021_06_MIA_JAX,2021,JAX,MIA,MIA,JAX,0,MIA,0.5495495495495496,110.0,-122.0,0.4761904761904761,0.5495495495495496,-2.5,MIA,0,1,0,1,1,2.5,0,1,0
2021_06_MIN_CAR,2021,CAR,MIN,CAR,MIN,0,MIN,0.5726495726495726,121.0,-134.0,0.4524886877828054,0.5726495726495726,-2.5,CAR,1,0,1,0,1,2.5,1,1,0
2021_06_SEA_PIT,2021,PIT,SEA,PIT,PIT,1,PIT,0.6805111821086262,-213.0,189.0,0.6805111821086262,0.3460207612456747,5.5,PIT,1,0,1,0,0,5.5,1,1,1
2021_06_TB_PHI,2021,PHI,TB,TB,TB,1,TB,0.732620320855615,238.0,-274.0,0.2958579881656805,0.732620320855615,-7.0,TB,0,1,0,1,0,7.0,1,1,1
2021_07_ATL_MIA,2021,MIA,ATL,MIA,ATL,0,ATL,0.5633187772925764,117.0,-129.0,0.4608294930875576,0.5633187772925764,-1.5,MIA,1,0,1,0,1,1.5,1,1,0
2021_07_CAR_NYG,2021,NYG,CAR,NYG,NYG,1,CAR,0.6062992125984252,139.0,-154.0,0.4184100418410041,0.6062992125984252,-3.0,CAR,0,1,1,0,0,3.0,0,0,0
2021_07_CHI_TB,2021,TB,CHI,TB,TB,1,TB,0.8655913978494624,-644.0,501.0,0.8655913978494624,0.1663893510815307,12.5,CHI,0,1,1,0,0,12.5,1,0,0
2021_07_CIN_BAL,2021,BAL,CIN,CIN,CIN,1,BAL,0.7311827956989247,-272.0,236.0,0.7311827956989247,0.2976190476190476,6.5,CIN,0,1,0,1,0,6.5,0,1,1
2021_07_DEN_CLE,2021,CLE,DEN,CLE,CLE,1,CLE,0.5475113122171946,-121.0,110.0,0.5475113122171946,0.4761904761904761,2.0,CLE,1,0,1,0,1,2.0,1,1,1
2021_07_DET_LA,2021,LA,DET,DET,LA,0,LA,0.9262536873156342,-1256.0,860.0,0.9262536873156342,0.1041666666666666,17.0,DET,0,1,0,1,0,17.0,1,1,0
2021_07_HOU_ARI,2021,ARI,HOU,ARI,ARI,1,ARI,0.9464094319399786,-1766.0,1119.0,0.9464094319399786,0.0820344544708777,20.5,ARI,1,0,1,0,0,20.5,1,1,1
2021_07_IND_SF,2021,SF,IND,SF,IND,0,SF,0.6282527881040892,-169.0,152.0,0.6282527881040892,0.3968253968253968,3.5,SF,1,0,1,0,0,3.5,0,1,0
2021_07_KC_TEN,2021,TEN,KC,TEN,TEN,1,KC,0.6763754045307443,185.0,-209.0,0.3508771929824561,0.6763754045307443,-4.0,TEN,1,0,1,0,0,4.0,0,1,1
2021_07_NO_SEA,2021,SEA,NO,SEA,NO,0,NO,0.7032640949554896,208.0,-237.0,0.3246753246753247,0.7032640949554896,-6.0,SEA,1,0,1,0,0,6.0,1,1,0
2021_07_NYJ_NE,2021,NE,NYJ,NE,NE,1,NE,0.7518610421836228,-303.0,261.0,0.7518610421836228,0.2770083102493075,7.0,NE,1,0,1,0,0,7.0,1,1,1
2021_07_PHI_LV,2021,LV,PHI,PHI,LV,0,LV,0.5192307692307693,-108.0,-102.0,0.5192307692307693,0.504950495049505,1.0,PHI,0,1,0,1,1,1.0,1,1,0
2021_07_WAS_GB,2021,GB,WAS,GB,GB,1,GB,0.7987927565392354,-397.0,331.0,0.7987927565392354,0.2320185614849187,8.5,GB,1,0,1,0,0,8.5,1,1,1
2021_08_CAR_ATL,2021,ATL,CAR,ATL,CAR,0,ATL,0.5633187772925764,-129.0,117.0,0.5633187772925764,0.4608294930875576,2.5,CAR,0,1,1,0,0,2.5,0,0,1
2021_08_CIN_NYJ,2021,NYJ,CIN,NYJ,NYJ,1,CIN,0.8360655737704918,411.0,-510.0,0.1956947162426614,0.8360655737704918,-11.5,NYJ,1,0,1,0,0,11.5,0,1,1
2021_08_DAL_MIN,2021,MIN,DAL,MIN,DAL,0,MIN,0.6865203761755486,-219.0,193.0,0.6865203761755486,0.3412969283276451,4.5,MIN,1,0,1,0,0,4.5,0,1,0
2021_08_GB_ARI,2021,ARI,GB,ARI,GB,0,ARI,0.7361477572559367,-279.0,242.0,0.7361477572559367,0.2923976608187134,6.5,GB,0,1,1,0,0,6.5,0,0,1
2021_08_JAX_SEA,2021,SEA,JAX,SEA,SEA,1,SEA,0.6575342465753424,-192.0,171.0,0.6575342465753424,0.3690036900369003,4.0,JAX,0,1,1,0,0,4.0,1,0,0
2021_08_LA_HOU,2021,HOU,LA,LA,LA,1,LA,0.90990990990991,724.0,-1010.0,0.1213592233009708,0.90990990990991,-17.0,LA,0,1,0,1,0,17.0,1,1,1
2021_08_MIA_BUF,2021,BUF,MIA,BUF,BUF,1,BUF,0.9076638965835642,-983.0,709.0,0.9076638965835642,0.1236093943139678,15.0,BUF,1,0,1,0,0,15.0,1,1,1
2021_08_NE_LAC,2021,LAC,NE,LAC,NE,0,LAC,0.6466431095406361,-183.0,163.0,0.6466431095406361,0.3802281368821292,3.5,LAC,1,0,1,0,0,3.5,0,1,0
2021_08_NYG_KC,2021,KC,NYG,KC,KC,1,KC,0.8412698412698413,-530.0,425.0,0.8412698412698413,0.1904761904761904,10.5,KC,1,0,1,0,0,10.5,1,1,1
2021_08_PHI_DET,2021,DET,PHI,PHI,PHI,1,PHI,0.6268656716417911,151.0,-168.0,0.398406374501992,0.6268656716417911,-3.0,DET,1,0,0,1,0,3.0,1,0,0
2021_08_PIT_CLE,2021,CLE,PIT,CLE,PIT,0,CLE,0.6894409937888198,-222.0,196.0,0.6894409937888198,0.3378378378378378,5.5,CLE,1,0,1,0,0,5.5,0,1,0
2021_08_SF_CHI,2021,CHI,SF,CHI,SF,0,SF,0.6774193548387096,186.0,-210.0,0.3496503496503496,0.6774193548387096,-4.5,SF,0,1,1,0,0,4.5,1,0,1
2021_08_TB_NO,2021,NO,TB,TB,NO,0,TB,0.6527777777777778,168.0,-188.0,0.373134328358209,0.6527777777777778,-4.0,TB,0,1,0,1,0,4.0,0,1,0
2021_08_TEN_IND,2021,IND,TEN,IND,TEN,0,IND,0.6153846153846154,-160.0,144.0,0.6153846153846154,0.4098360655737705,3.0,IND,1,0,1,0,0,3.0,0,1,0
2021_08_WAS_DEN,2021,DEN,WAS,DEN,DEN,1,DEN,0.6563573883161512,-191.0,170.0,0.6563573883161512,0.3703703703703703,4.0,WAS,0,1,1,0,0,4.0,1,0,0
2021_09_ARI_SF,2021,SF,ARI,ARI,ARI,1,SF,0.7014925373134329,-235.0,207.0,0.7014925373134329,0.3257328990228013,5.5,SF,1,0,0,1,0,5.5,0,0,0
2021_09_ATL_NO,2021,NO,ATL,ATL,ATL,1,NO,0.7347480106100795,-277.0,240.0,0.7347480106100795,0.2941176470588235,7.0,ATL,0,1,0,1,0,7.0,0,1,1
2021_09_CHI_PIT,2021,PIT,CHI,PIT,PIT,1,PIT,0.7536945812807881,-306.0,263.0,0.7536945812807881,0.2754820936639118,7.0,CHI,0,1,1,0,0,7.0,1,0,0
2021_09_CLE_CIN,2021,CIN,CLE,CLE,CLE,1,CIN,0.5633187772925764,-129.0,117.0,0.5633187772925764,0.4608294930875576,2.5,CIN,1,0,0,1,0,2.5,0,0,0
2021_09_DEN_DAL,2021,DAL,DEN,DEN,DEN,1,DAL,0.8220640569395018,-462.0,378.0,0.8220640569395018,0.209205020920502,10.5,DAL,1,0,0,1,0,10.5,0,0,0
2021_09_GB_KC,2021,KC,GB,KC,KC,1,KC,0.7630331753554502,-322.0,275.0,0.7630331753554502,0.2666666666666666,7.0,GB,0,1,1,0,0,7.0,1,0,0
2021_09_HOU_MIA,2021,MIA,HOU,MIA,MIA,1,MIA,0.6491228070175439,-185.0,166.0,0.6491228070175439,0.3759398496240601,4.0,MIA,1,0,1,0,0,4.0,1,1,1
2021_09_LAC_PHI,2021,PHI,LAC,LAC,LAC,1,LAC,0.5145631067961165,-104.0,-106.0,0.5098039215686274,0.5145631067961165,-1.0,PHI,1,0,0,1,1,1.0,1,0,0
2021_09_LV_NYG,2021,NYG,LV,NYG,NYG,1,LV,0.6031746031746031,137.0,-152.0,0.4219409282700422,0.6031746031746031,-3.0,NYG,1,0,1,0,0,3.0,0,1,1
2021_09_MIN_BAL,2021,BAL,MIN,MIN,BAL,0,BAL,0.7530864197530864,-305.0,262.0,0.7530864197530864,0.2762430939226519,7.5,BAL,1,0,0,1,0,7.5,1,0,1
2021_09_NE_CAR,2021,CAR,NE,NE,NE,1,NE,0.6376811594202898,157.0,-176.0,0.3891050583657587,0.6376811594202898,-3.5,NE,0,1,0,1,0,3.5,1,1,1
2021_09_NYJ_IND,2021,IND,NYJ,IND,IND,1,IND,0.8357963875205254,-509.0,410.0,0.8357963875205254,0.196078431372549,10.5,NYJ,0,1,1,0,0,10.5,1,0,0
2021_09_TEN_LA,2021,LA,TEN,TEN,TEN,1,LA,0.7777777777777778,-350.0,296.0,0.7777777777777778,0.2525252525252525,7.0,LA,1,0,0,1,0,7.0,0,0,0
2021_10_ATL_DAL,2021,DAL,ATL,DAL,DAL,1,DAL,0.7967479674796748,-392.0,328.0,0.7967479674796748,0.2336448598130841,8.0,DAL,1,0,1,0,0,8.0,1,1,1
2021_10_BAL_MIA,2021,MIA,BAL,MIA,MIA,1,BAL,0.7959183673469388,326.0,-390.0,0.2347417840375587,0.7959183673469388,-8.5,BAL,0,1,1,0,0,8.5,0,0,0
2021_10_BUF_NYJ,2021,NYJ,BUF,BUF,BUF,1,BUF,0.8726114649681529,527.0,-685.0,0.1594896331738437,0.8726114649681529,-13.0,NYJ,1,0,0,1,0,13.0,1,0,0
2021_10_CAR_ARI,2021,ARI,CAR,CAR,CAR,1,ARI,0.7668997668997669,-329.0,280.0,0.7668997668997669,0.2631578947368421,7.0,ARI,1,0,0,1,0,7.0,0,0,0
2021_10_CLE_NE,2021,NE,CLE,CLE,NE,0,NE,0.5689655172413793,-132.0,119.0,0.5689655172413793,0.45662100456621,2.5,CLE,0,1,0,1,0,2.5,1,1,0
2021_10_DET_PIT,2021,PIT,DET,PIT,,0,PIT,0.7821350762527233,-359.0,303.0,0.7821350762527233,0.2481389578163771,9.0,PIT,1,0,1,0,0,9.0,0,1,0
2021_10_JAX_IND,2021,IND,JAX,IND,IND,1,IND,0.8127340823970037,-434.0,358.0,0.8127340823970037,0.2183406113537118,10.5,IND,1,0,1,0,0,10.5,1,1,1
2021_10_KC_LV,2021,LV,KC,KC,KC,1,KC,0.5951417004048583,133.0,-147.0,0.4291845493562232,0.5951417004048583,-2.5,KC,0,1,0,1,0,2.5,1,1,1
2021_10_LA_SF,2021,SF,LA,SF,SF,1,LA,0.6389891696750902,158.0,-177.0,0.3875968992248062,0.6389891696750902,-3.5,LA,0,1,1,0,0,3.5,0,0,0
2021_10_MIN_LAC,2021,LAC,MIN,MIN,MIN,1,LAC,0.6415770609318996,-179.0,160.0,0.6415770609318996,0.3846153846153846,3.0,MIN,0,1,0,1,0,3.0,0,1,1
2021_10_NO_TEN,2021,TEN,NO,NO,TEN,0,TEN,0.5951417004048583,-147.0,133.0,0.5951417004048583,0.4291845493562232,3.0,TEN,1,0,0,1,0,3.0,1,0,1
2021_10_PHI_DEN,2021,DEN,PHI,PHI,PHI,1,DEN,0.5260663507109005,-111.0,101.0,0.5260663507109005,0.4975124378109453,1.0,PHI,0,1,0,1,1,1.0,0,1,1
2021_10_SEA_GB,2021,GB,SEA,GB,GB,1,GB,0.6268656716417911,-168.0,151.0,0.6268656716417911,0.398406374501992,3.0,GB,1,0,1,0,0,3.0,1,1,1
2021_10_TB_WAS,2021,WAS,TB,WAS,WAS,1,TB,0.8130841121495327,359.0,-435.0,0.2178649237472767,0.8130841121495327,-10.0,TB,0,1,1,0,0,10.0,0,0,0
2021_11_ARI_SEA,2021,SEA,ARI,ARI,ARI,1,SEA,0.6,-150.0,135.0,0.6,0.425531914893617,2.5,SEA,1,0,0,1,0,2.5,0,0,0
2021_11_BAL_CHI,2021,CHI,BAL,CHI,BAL,0,BAL,0.6932515337423313,199.0,-226.0,0.334448160535117,0.6932515337423313,-5.0,BAL,0,1,1,0,0,5.0,1,0,1
2021_11_CIN_LV,2021,LV,CIN,CIN,CIN,1,CIN,0.5515695067264574,112.0,-123.0,0.4716981132075472,0.5515695067264574,-1.0,CIN,0,1,0,1,1,1.0,1,1,1
2021_11_DAL_KC,2021,KC,DAL,KC,KC,1,KC,0.5726495726495726,-134.0,122.0,0.5726495726495726,0.4504504504504504,2.5,DAL,0,1,1,0,0,2.5,1,0,0
2021_11_DET_CLE,2021,CLE,DET,CLE,CLE,1,CLE,0.855072463768116,-590.0,465.0,0.855072463768116,0.1769911504424778,13.0,CLE,1,0,1,0,0,13.0,1,1,1
2021_11_GB_MIN,2021,MIN,GB,MIN,MIN,1,GB,0.5260663507109005,101.0,-111.0,0.4975124378109453,0.5260663507109005,-1.0,GB,0,1,1,0,1,1.0,0,0,0
2021_11_HOU_TEN,2021,TEN,HOU,HOU,HOU,1,TEN,0.8220640569395018,-462.0,377.0,0.8220640569395018,0.2096436058700209,10.5,TEN,1,0,0,1,0,10.5,0,0,0
2021_11_IND_BUF,2021,BUF,IND,IND,IND,1,BUF,0.7619047619047619,-320.0,274.0,0.7619047619047619,0.267379679144385,7.5,IND,0,1,0,1,0,7.5,0,1,1
2021_11_MIA_NYJ,2021,NYJ,MIA,MIA,MIA,1,MIA,0.6441281138790036,162.0,-181.0,0.3816793893129771,0.6441281138790036,-3.5,MIA,0,1,0,1,0,3.5,1,1,1
2021_11_NE_ATL,2021,ATL,NE,NE,NE,1,NE,0.7668997668997669,280.0,-329.0,0.2631578947368421,0.7668997668997669,-7.0,NE,0,1,0,1,0,7.0,1,1,1
2021_11_NO_PHI,2021,PHI,NO,PHI,PHI,1,PHI,0.5901639344262295,-144.0,130.0,0.5901639344262295,0.4347826086956521,2.5,NO,0,1,1,0,0,2.5,1,0,0
2021_11_NYG_TB,2021,TB,NYG,TB,TB,1,TB,0.8405103668261563,-527.0,423.0,0.8405103668261563,0.1912045889101338,11.5,TB,1,0,1,0,0,11.5,1,1,1
2021_11_PIT_LAC,2021,LAC,PIT,LAC,LAC,1,LAC,0.7150997150997151,-251.0,220.0,0.7150997150997151,0.3125,5.5,PIT,0,1,1,0,0,5.5,1,0,0
2021_11_SF_JAX,2021,JAX,SF,SF,SF,1,SF,0.7375328083989501,243.0,-281.0,0.2915451895043732,0.7375328083989501,-6.5,SF,0,1,0,1,0,6.5,1,1,1
2021_11_WAS_CAR,2021,CAR,WAS,CAR,WAS,0,CAR,0.6323529411764706,-172.0,154.0,0.6323529411764706,0.3937007874015748,3.5,CAR,1,0,1,0,0,3.5,0,1,0
2021_12_ATL_JAX,2021,JAX,ATL,ATL,ATL,1,ATL,0.5348837209302325,105.0,-115.0,0.4878048780487805,0.5348837209302325,-1.5,ATL,0,1,0,1,1,1.5,1,1,1
2021_12_BUF_NO,2021,NO,BUF,BUF,BUF,1,BUF,0.7297297297297297,235.0,-270.0,0.2985074626865671,0.7297297297297297,-7.0,NO,1,0,0,1,0,7.0,1,0,0
2021_12_CAR_MIA,2021,MIA,CAR,MIA,MIA,1,CAR,0.54337899543379,108.0,-119.0,0.4807692307692308,0.54337899543379,-1.0,MIA,1,0,1,0,1,1.0,0,1,1
2021_12_CHI_DET,2021,DET,CHI,DET,CHI,0,CHI,0.5633187772925764,115.0,-129.0,0.4651162790697674,0.5633187772925764,-2.0,CHI,0,1,1,0,1,2.0,1,0,1
2021_12_CLE_BAL,2021,BAL,CLE,BAL,BAL,1,BAL,0.609375,-156.0,140.0,0.609375,0.4166666666666667,3.0,CLE,0,1,1,0,0,3.0,1,0,0
2021_12_LAC_DEN,2021,DEN,LAC,DEN,DEN,1,LAC,0.5850622406639004,127.0,-141.0,0.4405286343612334,0.5850622406639004,-2.5,DEN,1,0,1,0,0,2.5,0,1,1
2021_12_LA_GB,2021,GB,LA,GB,GB,1,LA,0.5454545454545454,108.0,-120.0,0.4807692307692308,0.5454545454545454,-2.0,LA,0,1,1,0,1,2.0,0,0,0
2021_12_LV_DAL,2021,DAL,LV,LV,LV,1,DAL,0.7584541062801933,-314.0,269.0,0.7584541062801933,0.2710027100271002,7.0,DAL,1,0,0,1,0,7.0,0,0,0
2021_12_MIN_SF,2021,SF,MIN,MIN,SF,0,SF,0.6466431095406361,-183.0,164.0,0.6466431095406361,0.3787878787878788,3.5,MIN,0,1,0,1,0,3.5,1,1,0
2021_12_NYJ_HOU,2021,HOU,NYJ,HOU,NYJ,0,HOU,0.5798319327731093,-138.0,125.0,0.5798319327731093,0.4444444444444444,3.0,HOU,1,0,1,0,0,3.0,0,1,0
2021_12_PHI_NYG,2021,NYG,PHI,NYG,NYG,1,PHI,0.6575342465753424,171.0,-192.0,0.3690036900369003,0.6575342465753424,-4.0,NYG,1,0,1,0,0,4.0,0,1,1
2021_12_PIT_CIN,2021,CIN,PIT,CIN,CIN,1,CIN,0.6323529411764706,-172.0,154.0,0.6323529411764706,0.3937007874015748,3.5,CIN,1,0,1,0,0,3.5,1,1,1
2021_12_SEA_WAS,2021,WAS,SEA,SEA,WAS,0,SEA,0.5614035087719298,116.0,-128.0,0.4629629629629629,0.5614035087719298,-1.0,WAS,1,0,0,1,1,1.0,0,0,1
2021_12_TB_IND,2021,IND,TB,TB,TB,1,TB,0.5983935742971888,135.0,-149.0,0.425531914893617,0.5983935742971888,-3.0,TB,0,1,0,1,0,3.0,1,1,1
2021_12_TEN_NE,2021,NE,TEN,NE,NE,1,NE,0.7530864197530864,-305.0,262.0,0.7530864197530864,0.2762430939226519,7.5,TEN,0,1,1,0,0,7.5,1,0,0
2021_13_ARI_CHI,2021,CHI,ARI,ARI,ARI,1,ARI,0.7885835095137421,314.0,-373.0,0.2415458937198067,0.7885835095137421,-7.5,CHI,1,0,0,1,0,7.5,1,0,0
2021_13_BAL_PIT,2021,PIT,BAL,BAL,PIT,0,BAL,0.6610169491525424,174.0,-195.0,0.364963503649635,0.6610169491525424,-4.0,BAL,0,1,0,1,0,4.0,0,1,0
2021_13_DAL_NO,2021,NO,DAL,DAL,DAL,1,DAL,0.7175141242937854,222.0,-254.0,0.3105590062111801,0.7175141242937854,-6.0,NO,1,0,0,1,0,6.0,1,0,0
2021_13_DEN_KC,2021,KC,DEN,KC,KC,1,KC,0.7946611909650924,-387.0,323.0,0.7946611909650924,0.2364066193853428,8.5,DEN,0,1,1,0,0,8.5,1,0,0
2021_13_IND_HOU,2021,HOU,IND,IND,IND,1,IND,0.8031496062992126,339.0,-408.0,0.2277904328018223,0.8031496062992126,-10.0,HOU,1,0,0,1,0,10.0,1,0,0
2021_13_JAX_LA,2021,LA,JAX,LA,LA,1,LA,0.8883928571428571,-796.0,597.0,0.8883928571428571,0.1434720229555236,14.0,LA,1,0,1,0,0,14.0,1,1,1
2021_13_LAC_CIN,2021,CIN,LAC,LAC,LAC,1,CIN,0.5850622406639004,-141.0,127.0,0.5850622406639004,0.4405286343612334,2.5,LAC,0,1,0,1,0,2.5,0,1,1
2021_13_MIN_DET,2021,DET,MIN,DET,DET,1,MIN,0.7474747474747475,255.0,-296.0,0.2816901408450704,0.7474747474747475,-7.0,MIN,0,1,1,0,0,7.0,0,0,0
2021_13_NE_BUF,2021,BUF,NE,NE,NE,1,BUF,0.5934959349593496,-146.0,132.0,0.5934959349593496,0.4310344827586206,3.0,NE,0,1,0,1,0,3.0,0,1,1
2021_13_NYG_MIA,2021,MIA,NYG,MIA,MIA,1,MIA,0.7455470737913485,-293.0,253.0,0.7455470737913485,0.28328611898017,6.5,NYG,0,1,1,0,0,6.5,1,0,0
2021_13_PHI_NYJ,2021,NYJ,PHI,NYJ,PHI,0,PHI,0.6655518394648829,177.0,-199.0,0.3610108303249097,0.6655518394648829,-5.0,NYJ,1,0,1,0,0,5.0,1,1,0
2021_13_SF_SEA,2021,SEA,SF,SEA,SEA,1,SF,0.5798319327731093,125.0,-138.0,0.4444444444444444,0.5798319327731093,-3.0,SEA,1,0,1,0,0,3.0,0,1,1
2021_13_TB_ATL,2021,ATL,TB,TB,TB,1,TB,0.8260869565217391,387.0,-475.0,0.2053388090349076,0.8260869565217391,-11.0,TB,0,1,0,1,0,11.0,1,1,1
2021_13_WAS_LV,2021,LV,WAS,WAS,WAS,1,LV,0.5614035087719298,-128.0,116.0,0.5614035087719298,0.4629629629629629,1.0,WAS,0,1,0,1,0,1.0,0,1,1
2021_14_ATL_CAR,2021,CAR,ATL,CAR,ATL,0,CAR,0.576271186440678,-136.0,123.0,0.576271186440678,0.4484304932735426,2.5,ATL,0,1,1,0,0,2.5,0,0,1
2021_14_BAL_CLE,2021,CLE,BAL,CLE,CLE,1,CLE,0.6,-150.0,135.0,0.6,0.425531914893617,3.0,CLE,1,0,1,0,0,3.0,1,1,1
2021_14_BUF_TB,2021,TB,BUF,TB,TB,1,TB,0.6441281138790036,-181.0,161.0,0.6441281138790036,0.3831417624521073,3.5,TB,1,0,1,0,0,3.5,1,1,1
2021_14_CHI_GB,2021,GB,CHI,CHI,GB,0,GB,0.86468200270636,-639.0,498.0,0.86468200270636,0.1672240802675585,11.5,CHI,0,1,0,1,0,11.5,1,1,0
2021_14_DAL_WAS,2021,WAS,DAL,DAL,DAL,1,DAL,0.7395833333333334,246.0,-284.0,0.2890173410404624,0.7395833333333334,-6.5,DAL,0,1,0,1,0,6.5,1,1,1
2021_14_DET_DEN,2021,DEN,DET,DEN,DEN,1,DEN,0.8639455782312925,-635.0,495.0,0.8639455782312925,0.1680672268907563,13.0,DEN,1,0,1,0,0,13.0,1,1,1
2021_14_JAX_TEN,2021,TEN,JAX,TEN,TEN,1,TEN,0.7933884297520661,-384.0,321.0,0.7933884297520661,0.2375296912114014,8.5,TEN,1,0,1,0,0,8.5,1,1,1
2021_14_LA_ARI,2021,ARI,LA,LA,LA,1,ARI,0.6323529411764706,-172.0,154.0,0.6323529411764706,0.3937007874015748,3.0,ARI,1,0,0,1,0,3.0,0,0,0
2021_14_LV_KC,2021,KC,LV,KC,KC,1,KC,0.8161764705882353,-444.0,365.0,0.8161764705882353,0.2150537634408602,10.0,LV,0,1,1,0,0,10.0,1,0,0
2021_14_NO_NYJ,2021,NYJ,NO,NO,NO,1,NO,0.6598639455782312,173.0,-194.0,0.3663003663003663,0.6598639455782312,-4.5,NYJ,1,0,0,1,0,4.5,1,0,0
2021_14_NYG_LAC,2021,LAC,NYG,LAC,LAC,1,LAC,0.797979797979798,-395.0,329.0,0.797979797979798,0.2331002331002331,9.5,NYG,0,1,1,0,0,9.5,1,0,0
2021_14_PIT_MIN,2021,MIN,PIT,MIN,MIN,1,MIN,0.6363636363636364,-175.0,157.0,0.6363636363636364,0.3891050583657587,3.5,MIN,1,0,1,0,0,3.5,1,1,1
2021_14_SEA_HOU,2021,HOU,SEA,HOU,SEA,0,SEA,0.8003992015968064,334.0,-401.0,0.2304147465437788,0.8003992015968064,-10.0,HOU,1,0,1,0,0,10.0,1,1,0
2021_14_SF_CIN,2021,CIN,SF,SF,SF,1,SF,0.5652173913043478,117.0,-130.0,0.4608294930875576,0.5652173913043478,-2.5,SF,0,1,0,1,1,2.5,1,1,1
2021_15_ARI_DET,2021,DET,ARI,DET,DET,1,ARI,0.8637602179836512,495.0,-634.0,0.1680672268907563,0.8637602179836512,-13.0,DET,1,0,1,0,0,13.0,0,1,1
2021_15_ATL_SF,2021,SF,ATL,SF,SF,1,SF,0.7916666666666666,-380.0,319.0,0.7916666666666666,0.2386634844868735,9.5,SF,1,0,1,0,0,9.5,1,1,1
