game_id,first_td_team_x,td_player_name,play_type,first_td_game_seconds_remaining,first_td_qtr,first_td_quarter_seconds_remaining,season,home_team,away_team,home_score,away_score,winner,home_moneyline,away_moneyline,home_prob,away_prob,favored_team,favored_team_prob,spread_line,opening_possession_team,first_td_team_won,home_got_ball_first,away_got_ball_first,home_scored_first_td,away_scored_first_td,is_pickem,spread_abs,favorite_won,opening_possession_scored_first,opening_possession_won,first_td_minutes_remaining,kalshi_ticker,pregame_home_prob_kalshi,pregame_away_prob_kalshi,first_td_timestamp,first_td_team_y,post_td_home_prob_kalshi,post_td_away_prob_kalshi,prob_change_home,prob_change_away,data_quality_flag,kalshi_vs_vegas_home_diff,kalshi_vs_vegas_away_diff,kalshi_vs_vegas_home_abs_diff,kalshi_vs_vegas_away_abs_diff,kalshi_first_td_impact_home,kalshi_first_td_impact_away,kalshi_total_prob_change,has_kalshi_data,has_complete_kalshi_data,kalshi_era
2020_04_LAC_TB,TB,C.Brate,pass,3305.0,1.0,605.0,2020,TB,LAC,38.0,31.0,TB,-331.0,282.0,0.7679814385150812,0.2617801047120419,TB,0.7679814385150812,7.5,TB,1,1,0,1,0,0,7.5,1,1,1,55.08,,,,,,,,,,,,,,,,,,0,0,0
2020_04_BAL_WAS,BAL,M.Ingram,run,2833.0,1.0,133.0,2020,WAS,BAL,17.0,31.0,BAL,692.0,-958.0,0.1262626262626262,0.9054820415879016,BAL,0.9054820415879016,-14.5,WAS,1,1,0,0,1,0,14.5,1,0,0,47.22,,,,,,,,,,,,,,,,,,0,0,0
2020_04_NYG_LA,LA,G.Everett,run,3083.0,1.0,383.0,2020,LA,NYG,17.0,9.0,LA,-890.0,652.0,0.898989898989899,0.1329787234042553,LA,0.898989898989899,13.5,NYG,1,0,1,1,0,0,13.5,1,0,0,51.38,,,,,,,,,,,,,,,,,,0,0,0
2020_04_IND_CHI,IND,M.Alie-Cox,pass,3195.0,1.0,495.0,2020,CHI,IND,11.0,19.0,IND,156.0,-174.0,0.390625,0.635036496350365,IND,0.635036496350365,-3.5,CHI,1,1,0,0,1,0,3.5,1,0,0,53.25,,,,,,,,,,,,,,,,,,0,0,0
2020_04_BUF_LV,BUF,G.Davis,pass,3344.0,1.0,644.0,2020,LV,BUF,23.0,30.0,BUF,154.0,-172.0,0.3937007874015748,0.6323529411764706,BUF,0.6323529411764706,-3.0,BUF,1,0,1,0,1,0,3.0,1,1,1,55.73,,,,,,,,,,,,,,,,,,0,0,0
2020_04_PHI_SF,PHI,C.Wentz,run,2936.0,1.0,236.0,2020,SF,PHI,20.0,25.0,PHI,-320.0,273.0,0.7619047619047619,0.2680965147453083,SF,0.7619047619047619,8.5,PHI,1,0,1,0,1,0,8.5,0,1,1,48.93,,,,,,,,,,,,,,,,,,0,0,0
2020_04_NE_KC,KC,T.Hill,pass,949.0,3.0,49.0,2020,KC,NE,26.0,10.0,KC,-299.0,257.0,0.7493734335839599,0.2801120448179272,KC,0.7493734335839599,7.0,KC,1,1,0,1,0,0,7.0,1,1,1,15.82,,,,,,,,,,,,,,,,,,0,0,0
2020_04_ATL_GB,GB,A.Jones,pass,3305.0,1.0,605.0,2020,GB,ATL,30.0,16.0,GB,-221.0,195.0,0.6884735202492211,0.3389830508474576,GB,0.6884735202492211,5.0,ATL,1,0,1,1,0,0,5.0,1,0,0,55.08,,,,,,,,,,,,,,,,,,0,0,0
2020_05_TB_CHI,TB,M.Evans,pass,2759.0,1.0,59.0,2020,CHI,TB,20.0,19.0,CHI,164.0,-184.0,0.3787878787878788,0.647887323943662,TB,0.647887323943662,-3.5,TB,0,0,1,0,1,0,3.5,0,1,0,45.98,,,,,,,,,,,,,,,,,,0,0,0
2020_05_CAR_ATL,ATL,T.Gurley,run,3206.0,1.0,506.0,2020,ATL,CAR,16.0,23.0,CAR,-139.0,125.0,0.5815899581589958,0.4444444444444444,ATL,0.5815899581589958,2.5,CAR,0,0,1,1,0,0,2.5,0,0,1,53.43,,,,,,,,,,,,,,,,,,0,0,0
2020_05_CIN_BAL,BAL,M.Andrews,pass,2744.0,1.0,44.0,2020,BAL,CIN,27.0,3.0,BAL,-718.0,547.0,0.8777506112469438,0.1545595054095827,BAL,0.8777506112469438,12.5,CIN,1,0,1,1,0,0,12.5,1,0,0,45.73,,,,,,,,,,,,,,,,,,0,0,0
2020_05_JAX_HOU,JAX,K.Cole Sr.,pass,2199.0,2.0,399.0,2020,HOU,JAX,30.0,14.0,HOU,-281.0,243.0,0.7375328083989501,0.2915451895043732,HOU,0.7375328083989501,6.5,JAX,0,0,1,0,1,0,6.5,1,1,0,36.65,,,,,,,,,,,,,,,,,,0,0,0
2020_05_LV_KC,KC,P.Mahomes,run,2832.0,1.0,132.0,2020,KC,LV,32.0,40.0,LV,-476.0,387.0,0.8263888888888888,0.2053388090349076,KC,0.8263888888888888,11.0,KC,0,1,0,1,0,0,11.0,0,1,0,47.2,,,,,,,,,,,,,,,,,,0,0,0
2020_05_ARI_NYJ,ARI,C.Edmonds,run,3160.0,1.0,460.0,2020,NYJ,ARI,10.0,30.0,ARI,254.0,-295.0,0.2824858757062147,0.7468354430379747,ARI,0.7468354430379747,-7.0,NYJ,1,1,0,0,1,0,7.0,1,0,0,52.67,,,,,,,,,,,,,,,,,,0,0,0
2020_05_PHI_PIT,PIT,C.Claypool,run,2767.0,1.0,67.0,2020,PIT,PHI,38.0,29.0,PIT,-372.0,312.0,0.788135593220339,0.2427184466019417,PIT,0.788135593220339,7.5,PHI,1,0,1,1,0,0,7.5,1,0,0,46.12,,,,,,,,,,,,,,,,,,0,0,0
2020_05_LA_WAS,LA,D.Henderson,run,3152.0,1.0,452.0,2020,WAS,LA,10.0,30.0,LA,262.0,-305.0,0.2762430939226519,0.7530864197530864,LA,0.7530864197530864,-7.0,WAS,1,1,0,0,1,0,7.0,1,0,0,52.53,,,,,,,,,,,,,,,,,,0,0,0
2020_05_MIA_SF,MIA,A.Shaheen,pass,3349.0,1.0,649.0,2020,SF,MIA,17.0,43.0,MIA,-357.0,301.0,0.7811816192560175,0.2493765586034912,SF,0.7811816192560175,8.5,SF,1,1,0,0,1,0,8.5,0,0,0,55.82,,,,,,,,,,,,,,,,,,0,0,0
2020_05_IND_CLE,IND,J.Taylor,run,3064.0,1.0,364.0,2020,CLE,IND,32.0,23.0,CLE,-110.0,-101.0,0.5238095238095238,0.5024875621890548,CLE,0.5238095238095238,1.0,CLE,0,1,0,0,1,1,1.0,1,0,1,51.07,,,,,,,,,,,,,,,,,,0,0,0
2020_05_NYG_DAL,NYG,E.Engram,run,3119.0,1.0,419.0,2020,DAL,NYG,37.0,34.0,DAL,-347.0,293.0,0.7762863534675615,0.2544529262086514,DAL,0.7762863534675615,7.5,DAL,0,1,0,0,1,0,7.5,1,0,1,51.98,,,,,,,,,,,,,,,,,,0,0,0
2020_05_MIN_SEA,MIN,D.Cook,run,3232.0,1.0,532.0,2020,SEA,MIN,27.0,26.0,SEA,-284.0,245.0,0.7395833333333334,0.2898550724637681,SEA,0.7395833333333334,6.5,MIN,0,0,1,0,1,0,6.5,1,1,0,53.87,,,,,,,,,,,,,,,,,,0,0,0
2020_05_LAC_NO,LAC,K.Allen,pass,3093.0,1.0,393.0,2020,NO,LAC,30.0,27.0,NO,-339.0,288.0,0.7722095671981777,0.2577319587628865,NO,0.7722095671981777,7.0,LAC,0,0,1,0,1,0,7.0,1,1,0,51.55,,,,,,,,,,,,,,,,,,0,0,0
2020_05_BUF_TEN,TEN,A.Brown,pass,3470.0,1.0,770.0,2020,TEN,BUF,42.0,16.0,TEN,150.0,-168.0,0.4,0.6268656716417911,BUF,0.6268656716417911,-3.0,BUF,1,0,1,1,0,0,3.0,0,0,0,57.83,,,,,,,,,,,,,,,,,,0,0,0
